cid,complexity,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,Melting Point 1
4253,494,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3",CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,BQJCRHHNABKAKU-UHFFFAOYSA-N,"3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",254 - 256.4 °C
6235,494,"InChI=1S/C12H13N3O2/c16-9-7-8(13-1-2-13)12(17)11(15-5-6-15)10(9)14-3-4-14/h7H,1-6H2",C1CN1C2=CC(=O)C(=C(C2=O)N3CC3)N4CC4,C1CN1C2=CC(=O)C(=C(C2=O)N3CC3)N4CC4,PXSOHRWMIRDKMP-UHFFFAOYSA-N,"2,3,5-tris(aziridin-1-yl)cyclohexa-2,5-diene-1,4-dione","324 to 325 °F (NTP, 1992)"
19527,494,"InChI=1S/C18H23N5O2/c1-13(11-14-7-5-4-6-8-14)19-9-10-23-12-20-16-15(23)17(24)22(3)18(25)21(16)2/h4-8,12-13,19H,9-11H2,1-3H3",CC(CC1=CC=CC=C1)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C,CC(CC1=CC=CC=C1)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C,NMCHYWGKBADVMK-UHFFFAOYSA-N,"1,3-dimethyl-7-[2-(1-phenylpropan-2-ylamino)ethyl]purine-2,6-dione",227-229
443466,494,"InChI=1S/C20H30O/c1-14-11-20-10-7-16-18(2,13-21)8-4-9-19(16,3)17(20)6-5-15(14)12-20/h13,15-17H,1,4-12H2,2-3H3/t15-,16-,17+,18+,19-,20-/m1/s1",C[C@]1(CCC[C@@]2([C@@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4)C)C=O,CC1(CCCC2(C1CCC34C2CCC(C3)C(=C)C4)C)C=O,JCAVDWHQNFTFBW-XRNRSJMDSA-N,"(1S,4S,5R,9S,10R,13R)-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carbaldehyde",113 - 116 °C
5284570,494,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2,4,10-11,16,19H,3,5-8H2,1H3/t10-,11+,16-,17-/m0/s1",CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,WVLOADHCBXTIJK-YNHQPCIGSA-N,"(4R,4aR,7aR,12bS)-9-hydroxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",Decomposes at 305ºC
5288826,494,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3/t10-,11+,13-,16-,17-/m0/s1",CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,BQJCRHHNABKAKU-KBQPJGBKSA-N,"(4R,4aR,7S,7aR,12bS)-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",255°C
5375200,494,"InChI=1S/C15H20O4/c1-10(7-13(17)18)5-6-15(19)11(2)8-12(16)9-14(15,3)4/h5-8,19H,9H2,1-4H3,(H,17,18)/b6-5+,10-7+",CC1=CC(=O)CC(C1(/C=C/C(=C/C(=O)O)/C)O)(C)C,CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C,JLIDBLDQVAYHNE-WEYXYWBQSA-N,"(2E,4E)-5-(1-hydroxy-2,6,6-trimethyl-4-oxocyclohex-2-en-1-yl)-3-methylpenta-2,4-dienoic acid",161 - 163 °C
5702609,494,"InChI=1S/C15H20O4/c1-10(7-13(17)18)5-6-15(19)11(2)8-12(16)9-14(15,3)4/h5-8,19H,9H2,1-4H3,(H,17,18)/b6-5+,10-7+/t15-/m1/s1",CC1=CC(=O)CC([C@]1(/C=C/C(=C/C(=O)O)/C)O)(C)C,CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C,JLIDBLDQVAYHNE-IBPUIESWSA-N,"(2E,4E)-5-[(1S)-1-hydroxy-2,6,6-trimethyl-4-oxocyclohex-2-en-1-yl]-3-methylpenta-2,4-dienoic acid",160 - 161 °C
5964600,494,"InChI=1S/C19H24O5/c1-13(4-8-17(20)19(2,3)22)10-11-23-15-7-5-14-6-9-18(21)24-16(14)12-15/h5-7,9-10,12,17,20,22H,4,8,11H2,1-3H3/b13-10+",C/C(=C\COC1=CC2=C(C=C1)C=CC(=O)O2)/CCC(C(C)(C)O)O,CC(=CCOC1=CC2=C(C=C1)C=CC(=O)O2)CCC(C(C)(C)O)O,QYYKWTUUCOTGNS-JLHYYAGUSA-N,"7-[(E)-6,7-dihydroxy-3,7-dimethyloct-2-enoxy]chromen-2-one",123 - 124 °C
10311044,494,"InChI=1S/C32H54N2O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25-32(35)33-27-26-29-28-34-31-24-22-21-23-30(29)31/h21-24,28,34H,2-20,25-27H2,1H3,(H,33,35)",CCCCCCCCCCCCCCCCCCCCCC(=O)NCCC1=CNC2=CC=CC=C21,CCCCCCCCCCCCCCCCCCCCCC(=O)NCCC1=CNC2=CC=CC=C21,HAWFHRQOMIMGFR-UHFFFAOYSA-N,N-[2-(1H-indol-3-yl)ethyl]docosanamide,121 - 123 °C
10339912,494,"InChI=1S/C18H25NO8/c1-4-24-18(23)19-9-12-5-7-13(8-6-12)27-17-15(22)14(21)16(10(2)25-17)26-11(3)20/h5-8,10,14-17,21-22H,4,9H2,1-3H3,(H,19,23)/t10-,14-,15+,16-,17-/m0/s1",CCOC(=O)NCC1=CC=C(C=C1)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)OC(=O)C)O)O,CCOC(=O)NCC1=CC=C(C=C1)OC2C(C(C(C(O2)C)OC(=O)C)O)O,VMTHKXYSTHHGCH-DXJAZKPLSA-N,"[(2S,3R,4S,5R,6S)-6-[4-[(ethoxycarbonylamino)methyl]phenoxy]-4,5-dihydroxy-2-methyloxan-3-yl] acetate",168 - 170 °C
10592359,494,"InChI=1S/C18H16O6/c1-21-11-6-4-10(5-7-11)15-18(23-3)14(20)12-8-9-13(19)17(22-2)16(12)24-15/h4-9,19H,1-3H3",COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3)O)OC)OC,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3)O)OC)OC,JMDFEVHVJUQIKK-UHFFFAOYSA-N,"7-hydroxy-3,8-dimethoxy-2-(4-methoxyphenyl)chromen-4-one",187.5 - 188 °C
16757547,494,"InChI=1S/C17H32N4O7.Gd/c1-14(22)10-18-2-4-19(11-15(23)24)6-8-21(13-17(27)28)9-7-20(5-3-18)12-16(25)26;/h14,22H,2-13H2,1H3,(H,23,24)(H,25,26)(H,27,28);/q;+3",CC(CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)O.[Gd+3],CC(CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)O.[Gd+3],DPNNNPAKRZOSMO-UHFFFAOYSA-N,"2-[4,7-bis(carboxymethyl)-10-(2-hydroxypropyl)-1,4,7,10-tetrazacyclododec-1-yl]acetic acid;gadolinium(3+)",>225 °C
18502851,494,"InChI=1S/2C18H36O2.Al.H2O/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;;/h2*2-17H2,1H3,(H,19,20);;1H2/q;;+2;/p-2",CCCCCCCCCCCCCCCCCC(=O)O[Al]OC(=O)CCCCCCCCCCCCCCCCC.O,CCCCCCCCCCCCCCCCCC(=O)O[Al]OC(=O)CCCCCCCCCCCCCCCCC.O,ZFBYSSBIQZUBBE-UHFFFAOYSA-L,,145 °C
44144429,494,"InChI=1S/C17H32N4O7.Gd/c1-14(22)10-18-2-4-19(11-15(23)24)6-8-21(13-17(27)28)9-7-20(5-3-18)12-16(25)26;/h14,22H,2-13H2,1H3,(H,23,24)(H,25,26)(H,27,28);/q;+3/p-3",CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],DPNNNPAKRZOSMO-UHFFFAOYSA-K,"2-[4,7-bis(carboxylatomethyl)-10-(2-hydroxypropyl)-1,4,7,10-tetrazacyclododec-1-yl]acetate;gadolinium(3+)",>225 °C
60148448,494,"InChI=1S/C17H32N4O7.Gd/c1-14(22)10-18-2-4-19(11-15(23)24)6-8-21(13-17(27)28)9-7-20(5-3-18)12-16(25)26;/h14,22H,2-13H2,1H3,(H,23,24)(H,25,26)(H,27,28);/q;+3/p-2",CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])[OH2+].[Gd+3],CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])[OH2+].[Gd+3],DPNNNPAKRZOSMO-UHFFFAOYSA-L,"2-[4,7-bis(carboxylatomethyl)-10-(2-oxoniopropyl)-1,4,7,10-tetrazacyclododec-1-yl]acetate;gadolinium(3+)",>225 °C
101688490,494,"InChI=1S/C18H15NO5/c20-13-7-5-12(6-8-13)3-1-2-4-17(22)19-16-10-9-14(21)11-15(16)18(23)24/h1-11,20-21H,(H,19,22)(H,23,24)/b3-1+,4-2+",C1=CC(=CC=C1/C=C/C=C/C(=O)NC2=C(C=C(C=C2)O)C(=O)O)O,C1=CC(=CC=C1C=CC=CC(=O)NC2=C(C=C(C=C2)O)C(=O)O)O,FRNDILDQFSAXAR-ZPUQHVIOSA-N,"5-hydroxy-2-[[(2E,4E)-5-(4-hydroxyphenyl)penta-2,4-dienoyl]amino]benzoic acid",267 - 269 °C
129009859,494,"InChI=1S/C17H32N4O7.Gd/c1-14(22)10-18-2-4-19(11-15(23)24)6-8-21(13-17(27)28)9-7-20(5-3-18)12-16(25)26;/h14,22H,2-13H2,1H3,(H,23,24)(H,25,26)(H,27,28);",CC(CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)O.[Gd],CC(CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)O.[Gd],ZGFNGGUWNROSAD-UHFFFAOYSA-N,"2-[4,7-bis(carboxymethyl)-10-(2-hydroxypropyl)-1,4,7,10-tetrazacyclododec-1-yl]acetic acid;gadolinium",>225 °C
134819269,494,"InChI=1S/C17H32N4O7.Gd/c1-14(22)10-18-2-4-19(11-15(23)24)6-8-21(13-17(27)28)9-7-20(5-3-18)12-16(25)26;/h14,22H,2-13H2,1H3,(H,23,24)(H,25,26)(H,27,28);/q;+2/p+1",CC(CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)[OH2+].[Gd+2],CC(CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)[OH2+].[Gd+2],IANZBMPTTAXOBQ-UHFFFAOYSA-O,"gadolinium(2+);1-[4,7,10-tris(carboxymethyl)-1,4,7,10-tetrazacyclododec-1-yl]propan-2-yloxidanium",>225 °C
135444907,494,"InChI=1S/C10H16N4O7/c11-7-6(8(19)14-10(12)13-7)21-9-5(18)4(17)3(16)2(1-15)20-9/h2-5,9,15-18H,1H2,(H5,11,12,13,14,19)",C(C1C(C(C(C(O1)OC2=C(N=C(NC2=O)N)N)O)O)O)O,C(C1C(C(C(C(O1)OC2=C(N=C(NC2=O)N)N)O)O)O)O,KGNGTSCIQCLKEH-UHFFFAOYSA-N,"2,4-diamino-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1H-pyrimidin-6-one",243 - 244 °C
8813,493,"InChI=1S/C19H24N4O2.2C2H6O4S/c20-18(21)14-4-8-16(9-5-14)24-12-2-1-3-13-25-17-10-6-15(7-11-17)19(22)23;2*3-1-2-7(4,5)6/h4-11H,1-3,12-13H2,(H3,20,21)(H3,22,23);2*3H,1-2H2,(H,4,5,6)",C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,YBVNFKZSMZGRAD-UHFFFAOYSA-N,4-[5-(4-carbamimidoylphenoxy)pentoxy]benzenecarboximidamide;2-hydroxyethanesulfonic acid,"370 to 378 °F (NTP, 1992)"
10912,493,"InChI=1S/C16H48O6Si7/c1-23(2,3)17-25(7,8)19-27(11,12)21-29(15,16)22-28(13,14)20-26(9,10)18-24(4,5)6/h1-16H3",C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,NFVSFLUJRHRSJG-UHFFFAOYSA-N,bis[[[dimethyl(trimethylsilyloxy)silyl]oxy-dimethylsilyl]oxy]-dimethylsilane,-78 °C
29393,493,"InChI=1S/C12H18N4O6S/c1-3-5-14(6-4-2)12-10(15(17)18)7-9(23(13,21)22)8-11(12)16(19)20/h7-8H,3-6H2,1-2H3,(H2,13,21,22)",CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],UNAHYJYOSSSJHH-UHFFFAOYSA-N,"4-(dipropylamino)-3,5-dinitrobenzenesulfonamide",137-138 °C
123626,493,"InChI=1S/C15H12F2N4O3/c1-8(13-12(14(22)23)3-2-4-18-13)20-21-15(24)19-11-6-9(16)5-10(17)7-11/h2-7H,1H3,(H,22,23)(H2,19,21,24)",CC(=NNC(=O)NC1=CC(=CC(=C1)F)F)C2=C(C=CC=N2)C(=O)O,CC(=NNC(=O)NC1=CC(=CC(=C1)F)F)C2=C(C=CC=N2)C(=O)O,IRJQWZWMQCVOLA-UHFFFAOYSA-N,"2-[N-[(3,5-difluorophenyl)carbamoylamino]-C-methylcarbonimidoyl]pyridine-3-carboxylic acid",135.5 °C; decomp at 155 °C
360837,493,"InChI=1S/C15H14O5/c1-7(2)5-6-15-13(19)11-9(17)4-3-8(16)10(11)12(18)14(15)20-15/h3-5,14,16-17H,6H2,1-2H3",CC(=CCC12C(O1)C(=O)C3=C(C=CC(=C3C2=O)O)O)C,CC(=CCC12C(O1)C(=O)C3=C(C=CC(=C3C2=O)O)O)C,TWESJUCJKWFWQV-UHFFFAOYSA-N,"3,6-dihydroxy-1a-(3-methylbut-2-enyl)-7aH-naphtho[2,3-b]oxirene-2,7-dione",85 - 86 °C
5486793,493,"InChI=1S/C15H12F2N4O3/c1-8(13-12(14(22)23)3-2-4-18-13)20-21-15(24)19-11-6-9(16)5-10(17)7-11/h2-7H,1H3,(H,22,23)(H2,19,21,24)/b20-8-",C/C(=N/NC(=O)NC1=CC(=CC(=C1)F)F)/C2=C(C=CC=N2)C(=O)O,CC(=NNC(=O)NC1=CC(=CC(=C1)F)F)C2=C(C=CC=N2)C(=O)O,IRJQWZWMQCVOLA-ZBKNUEDVSA-N,"2-[(Z)-N-[(3,5-difluorophenyl)carbamoylamino]-C-methylcarbonimidoyl]pyridine-3-carboxylic acid",135.5 °C; decomp at 155 °C
6125184,493,"InChI=1S/C15H12F2N4O3/c1-8(13-12(14(22)23)3-2-4-18-13)20-21-15(24)19-11-6-9(16)5-10(17)7-11/h2-7H,1H3,(H,22,23)(H2,19,21,24)/b20-8+",C/C(=N\NC(=O)NC1=CC(=CC(=C1)F)F)/C2=C(C=CC=N2)C(=O)O,CC(=NNC(=O)NC1=CC(=CC(=C1)F)F)C2=C(C=CC=N2)C(=O)O,IRJQWZWMQCVOLA-DNTJNYDQSA-N,"2-[(E)-N-[(3,5-difluorophenyl)carbamoylamino]-C-methylcarbonimidoyl]pyridine-3-carboxylic acid",135.5 °C; decomp at 155 °C
44258710,493,"InChI=1S/C17H14O6/c1-8-7-11(19)13(20)12-14(21)17(22-2)16(23-15(8)12)9-3-5-10(18)6-4-9/h3-7,18-20H,1-2H3",CC1=CC(=C(C2=C1OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O)O,CC1=CC(=C(C2=C1OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O)O,BUWDKAOCACVEON-UHFFFAOYSA-N,"5,6-dihydroxy-2-(4-hydroxyphenyl)-3-methoxy-8-methylchromen-4-one",301 - 303 °C
71438153,493,"InChI=1S/C17H12O5/c18-11-5-1-9(2-6-11)13-15(20)14(17(22)16(13)21)10-3-7-12(19)8-4-10/h1-8,13,18-19,22H",C1=CC(=CC=C1C2C(=O)C(=C(C2=O)O)C3=CC=C(C=C3)O)O,C1=CC(=CC=C1C2C(=O)C(=C(C2=O)O)C3=CC=C(C=C3)O)O,DIFAFZFNMSLGGN-UHFFFAOYSA-N,"4-hydroxy-2,5-bis(4-hydroxyphenyl)cyclopent-4-ene-1,3-dione",240 °C
91759,492,"InChI=1S/C12H9F2N5O2S/c1-7-5-6-19-11(15-7)16-12(17-19)22(20,21)18-10-8(13)3-2-4-9(10)14/h2-6,18H,1H3",CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(C=CC=C3F)F,CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(C=CC=C3F)F,RXCPQSJAVKGONC-UHFFFAOYSA-N,"N-(2,6-difluorophenyl)-5-methyl-[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonamide",250-251 °C
235905,492,"InChI=1S/C21H32O/c1-3-12-21(22)14-11-19-18-9-8-15-6-4-5-7-16(15)17(18)10-13-20(19,21)2/h3,6,16-19,22H,1,4-5,7-14H2,2H3/t16-,17+,18+,19-,20-,21-/m0/s1",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(CC=C)O)CCC4=CCCC[C@H]34,CC12CCC3C(C1CCC2(CC=C)O)CCC4=CCCCC34,ATXHVCQZZJYMCF-XUDSTZEESA-N,"(8R,9S,10R,13S,14S,17R)-13-methyl-17-prop-2-enyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol",80°C
629965,492,"InChI=1S/C19H18O6/c1-21-12-6-5-7-13(22-2)18(12)16-10-11(20)17-14(25-16)8-9-15(23-3)19(17)24-4/h5-10H,1-4H3",COC1=C(C(=CC=C1)OC)C2=CC(=O)C3=C(O2)C=CC(=C3OC)OC,COC1=C(C(=CC=C1)OC)C2=CC(=O)C3=C(O2)C=CC(=C3OC)OC,PBQMALAAFQMDSP-UHFFFAOYSA-N,"2-(2,6-dimethoxyphenyl)-5,6-dimethoxychromen-4-one",150 - 151 °C
5361092,492,"InChI=1S/C21H29NO2/c23-17-7-6-16-12-19-21(24)9-2-1-8-20(21,18(16)13-17)10-11-22(19)14-15-4-3-5-15/h6-7,13,15,19,23-24H,1-5,8-12,14H2/t19-,20+,21-/m1/s1",C1CC[C@]2([C@H]3CC4=C([C@]2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,IFKLAQQSCNILHL-QHAWAJNXSA-N,"(1S,9R,10S)-17-(cyclobutylmethyl)-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene-4,10-diol",272-274
11313622,492,"InChI=1S/C19H14N2O2S/c22-18-20(13-14-7-2-1-3-8-14)19(23)24-21(18)17-12-6-10-15-9-4-5-11-16(15)17/h1-12H,13H2",C1=CC=C(C=C1)CN2C(=O)N(SC2=O)C3=CC=CC4=CC=CC=C43,C1=CC=C(C=C1)CN2C(=O)N(SC2=O)C3=CC=CC4=CC=CC=C43,PMJIHLSCWIDGMD-UHFFFAOYSA-N,"4-benzyl-2-naphthalen-1-yl-1,2,4-thiadiazolidine-3,5-dione",148-150ºC
13944243,492,"InChI=1S/C15H20O4/c1-7-9-4-5-15(3)11(17)6-10(16)8(2)12(15)13(9)19-14(7)18/h7,9,11,13,17H,4-6H2,1-3H3",CC1C2CCC3(C(CC(=O)C(=C3C2OC1=O)C)O)C,CC1C2CCC3(C(CC(=O)C(=C3C2OC1=O)C)O)C,RARZBOWMYCHUMB-UHFFFAOYSA-N,"6-hydroxy-3,5a,9-trimethyl-3a,4,5,6,7,9b-hexahydro-3H-benzo[g][1]benzofuran-2,8-dione",201 - 203 °C
13965524,492,"InChI=1S/C19H22O4/c1-13(2)17(20)8-4-14(3)10-11-22-16-7-5-15-6-9-19(21)23-18(15)12-16/h5-7,9-10,12,17,20H,1,4,8,11H2,2-3H3/b14-10+",CC(=C)C(CC/C(=C/COC1=CC2=C(C=C1)C=CC(=O)O2)/C)O,CC(=C)C(CCC(=CCOC1=CC2=C(C=C1)C=CC(=O)O2)C)O,OWAQHJLCKMIPKB-GXDHUFHOSA-N,"7-[(2E)-6-hydroxy-3,7-dimethylocta-2,7-dienoxy]chromen-2-one",75 °C
74413859,492,"InChI=1S/C15H19NO9/c17-4-10-11(19)12(20)13(21)15(25-10)24-9-2-5-1-7(14(22)23)16-6(5)3-8(9)18/h2-3,7,10-13,15-21H,1,4H2,(H,22,23)",C1C(NC2=CC(=C(C=C21)OC3C(C(C(C(O3)CO)O)O)O)O)C(=O)O,C1C(NC2=CC(=C(C=C21)OC3C(C(C(C(O3)CO)O)O)O)O)C(=O)O,PXMFPPFHRQZIHO-UHFFFAOYSA-N,"6-hydroxy-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydro-1H-indole-2-carboxylic acid",159.5 - 162.5 °C
2802,491,"InChI=1S/C15H10ClN3O3/c16-12-4-2-1-3-10(12)15-11-7-9(19(21)22)5-6-13(11)18-14(20)8-17-15/h1-7H,8H2,(H,18,20)",C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,DGBIGWXXNGSACT-UHFFFAOYSA-N,"5-(2-chlorophenyl)-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one",238-240
19736,491,"InChI=1S/C24H27O4P/c1-16-7-10-22(19(4)13-16)26-29(25,27-23-11-8-17(2)14-20(23)5)28-24-12-9-18(3)15-21(24)6/h7-15H,1-6H3",CC1=CC(=C(C=C1)OP(=O)(OC2=C(C=C(C=C2)C)C)OC3=C(C=C(C=C3)C)C)C,CC1=CC(=C(C=C1)OP(=O)(OC2=C(C=C(C=C2)C)C)OC3=C(C=C(C=C3)C)C)C,KOWVWXQNQNCRRS-UHFFFAOYSA-N,"tris(2,4-dimethylphenyl) phosphate","-4 °F (USCG, 1999)"
20848,491,"InChI=1S/C13H19N3O6S/c1-4-6-14(7-5-2)13-11(15(17)18)8-10(23(3,21)22)9-12(13)16(19)20/h8-9H,4-7H2,1-3H3",CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],UMKANAFDOQQUKE-UHFFFAOYSA-N,"4-methylsulfonyl-2,6-dinitro-N,N-dipropylaniline","304 °F (USCG, 1999)"
29402,491,"InChI=1S/C24H27O4P/c1-16-7-10-19(4)22(13-16)26-29(25,27-23-14-17(2)8-11-20(23)5)28-24-15-18(3)9-12-21(24)6/h7-15H,1-6H3",CC1=CC(=C(C=C1)C)OP(=O)(OC2=C(C=CC(=C2)C)C)OC3=C(C=CC(=C3)C)C,CC1=CC(=C(C=C1)C)OP(=O)(OC2=C(C=CC(=C2)C)C)OC3=C(C=CC(=C3)C)C,MDHAARLWBHZGIP-UHFFFAOYSA-N,"tris(2,5-dimethylphenyl) phosphate",79.8 °C
31161,491,"InChI=1S/C16H12O7/c1-22-13-6-12-14(16(21)15(13)20)10(19)5-11(23-12)7-2-3-8(17)9(18)4-7/h2-6,17-18,20-21H,1H3",COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O)O,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O)O,QWUHUBDKQQPMQG-UHFFFAOYSA-N,"2-(3,4-dihydroxyphenyl)-5,6-dihydroxy-7-methoxychromen-4-one",300 - 301 °C
83814,491,"InChI=1S/C16H28N4O4S/c17-10(15(22)23)5-3-4-8-18-13(21)7-2-1-6-12-14-11(9-25-12)19-16(24)20-14/h10-12,14H,1-9,17H2,(H,18,21)(H,22,23)(H2,19,20,24)/t10-,11-,12-,14-/m0/s1",C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCCC[C@@H](C(=O)O)N)NC(=O)N2,C1C2C(C(S1)CCCCC(=O)NCCCCC(C(=O)O)N)NC(=O)N2,BAQMYDQNMFBZNA-MNXVOIDGSA-N,"(2S)-6-[5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoylamino]-2-aminohexanoic acid",243 - 246 °C
86137,491,"InChI=1S/C15H19N3O4/c1-8(2)15(3)14(21)17-12(18-15)11-10(13(19)20)5-9(6-16-11)7-22-4/h5-6,8H,7H2,1-4H3,(H,19,20)(H,17,18,21)",CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C,CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C,NUPJIGQFXCQJBK-UHFFFAOYSA-N,5-(methoxymethyl)-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid,166.0 to 166.7 °C
248886,491,"InChI=1S/C24H27O4P/c1-16-7-10-22(13-19(16)4)26-29(25,27-23-11-8-17(2)20(5)14-23)28-24-12-9-18(3)21(6)15-24/h7-15H,1-6H3",CC1=C(C=C(C=C1)OP(=O)(OC2=CC(=C(C=C2)C)C)OC3=CC(=C(C=C3)C)C)C,CC1=C(C=C(C=C1)OP(=O)(OC2=CC(=C(C=C2)C)C)OC3=CC(=C(C=C3)C)C)C,BCTKCHOESSAGCN-UHFFFAOYSA-N,"tris(3,4-dimethylphenyl) phosphate",72 °C
